X,Y
893097,568067
619821,519987
816362,553052
838815,556797
728829,537779
944840,574030
972071,578149
968478,576994
929388,570286
905087,565793
943153,572029
985498,578299
864290,558214
911890,565804
938874,569838
594516,514238
922788,567041
838064,553316
876151,558391
934022,567230
981256,574501
733717,535504
819691,548852
848240,553253
919727,564261
949066,568654
920207,563552
935672,565567
778036,540966
740056,535167
714322,531249
914499,561306
554438,507086
999874,572465
962982,566842
665143,523139
788888,541041
900395,556498
793093,540865
573388,509407
712970,528911
898202,554599
561902,507582
972259,564362
844460,546481
977900,564752
810588,541423
897935,552707
905227,553640
730526,529991
630708,516535
761580,533495
837785,543133
858741,545707
854435,544935
932890,554671
937333,554122
931404,552778
858582,543610
923145,551481
814681,537819
621185,513898
739834,528395
718899,525552
902662,547698
593494,510208
672019,519598
806098,535478
749885,528243
635750,514830
713175,523779
576774,507860
975061,553542
631912,513784
948387,548687
684854,519324
906080,543263
997621,553208
703605,520336
875151,538344
571516,506416
938237,544405
895956,539603
855632,535369
837198,533124
792895,528435
914177,539846
804362,528053
888401,535984
966564,543416
803874,527544
634683,511592
621993,510377
984361,544213
951024,540706
613002,509310
876907,533547
926934,538113
893612,534980
594345,507543
996214,542301
671209,513868
796741,524454
952510,537145
813286,525273
868318,529617
928139,533466
667276,512173
957429,534989
981789,536533
919375,531234
950863,533177
792294,520606
818198,522167
893382,527292
821819,522027
996538,534438
757097,516719
995312,532680
858748,523199
636446,507993
906974,525214
788008,517476
966396,527737
977902,528239
835977,519515
837641,519487
904793,523443
725294,512433
900798,522821
989242,527892
859062,519887
982187,526594
995205,527254
970208,525625
828346,517407
920651,522377
936890,523068
987560,525462
765898,512969
876372,518600
698591,508969
894028,518648
579192,502825
779302,512166
582413,502755
878142,516181
954072,519618
815856,512922
885066,515700
787340,511198
699054,507397
776368,510671
747016,509407
807809,511665
969525,517701
693601,506548
944079,516045
973852,517122
764140,508289
878154,512185
698763,505775
844085,510582
927950,513008
911126,512101
919569,512263
907540,511863
826233,509169
810427,508296
574096,500996
904440,509986
629910,502382
940389,510328
717468,504210
814060,506274
815070,505955
956529,509085
862113,505934
560669,500011
900241,506394
860463,505547
965298,507162
636552,501242
994132,507287
580190,500188
858326,504690
996674,506352
676776,501486
596478,500247
944118,505321
974840,505649
717231,501940
829508,503430
956371,504939
887839,503985
945923,504037
914975,503009
993086,502894
618150,499727
985996,502514
752310,500136
886999,500745
951408,500965
809611,500114
989289,500454
646523,499284
944387,500172
887109,498895
752842,498757
718385,498013
642852,498275
683724,497992
577335,498444
971270,496188
946485,496251
889858,495877
744662,496919
876947,495893
923383,495454
629026,497743
858214,495545
649713,497404
821180,495725
954987,494271
558648,498156
542532,498321
668219,496810
720600,495847
820222,494321
945775,492082
858905,493213
970191,491152
998559,490595
757111,494416
825352,492937
979493,490136
750780,494086
764762,493696
950116,489947
827281,492012
699675,494638
841038,491497
998799,487510
979907,487621
924643,488822
824015,491039
535544,497842
881907,488807
918884,487334
765914,491117
610257,495573
785433,490298
933515,485848
841354,488126
852436,487656
605748,495418
908929,485330
605058,495224
811094,487904
803052,488123
935137,483414
680941,492188
952909,481696
924181,482488
955518,481247
534861,497332
712452,490109
703845,490182
930770,480269
693581,490358
922529,480276
605507,493797
686590,489893
656673,491267
902322,479366
807164,483676
623412,492530
937295,476445
809522,482880
734689,486627
862480,480003
787877,483792
954696,475121
643055,491109
765652,484539
927839,475261
997983,471151
800380,481967
714400,486757
863307,478409
833610,479826
810344,480839
753787,484064
828556,479502
889074,475852
925540,473031
958903,470940
934249,472388
980251,469526
683470,487464
957441,470640
915375,473217
840840,477734
776085,481239
930075,471300
994382,467194
918785,471933
816301,478210
882686,473904
776879,480643
725022,483868
891026,472333
726334,483418
918512,470371
994377,464604
989528,464474
967252,464858
996544,462576
635927,488778
708578,483457
816089,475586
767922,478977
637266,488415
873290,470315
690529,483766
855916,470595
961451,461696
875381,468455
599570,490672
769590,476880
941826,462906
909074,465515
804019,473734
751325,477773
574971,492438
609093,489518
954787,459230
731796,478452
914013,461682
764770,474662
981549,453837
820740,468780
971307,454351
548683,494082
737978,476068
869959,463220
800563,469749
898209,460114
933657,456666
847691,464927
970018,452977
668566,482221
904566,458974
516753,497025
976720,451708
753800,473585
885261,460326
639032,484743
879367,460538
811112,467008
979393,448706
604450,487626
752989,471794
715302,475760
744412,472567
855287,460567
608863,486976
678378,479477
983488,446362
886174,456503
958379,448240
828644,462497
909532,453314
758293,469824
969417,445638
926926,449587
955997,446170
866754,455413
748707,468710
704314,473927
957416,441469
881469,450426
792434,461536
854799,453382
947666,441310
826935,456283
916358,444109
763943,464009
955748,438441
919540,443089
839499,453453
685356,473859
696388,471886
522180,495580
901784,443374
998094,429924
689284,472458
946546,434846
833992,450912
783407,458077
541766,492640
534767,493612
924660,437158
797336,455518
927928,435836
990840,426331
956429,431160
715725,466656
786962,455843
872395,442840
805690,452585
851512,445612
934353,433018
624201,479742
806799,451799
899267,437049
733508,462447
533847,493307
812771,449482
690924,468403
647781,475182
791935,452136
811364,448722
689246,468114
967131,423061
692584,467433
977243,421087
853072,441031
880633,436453
801756,449070
729647,460768
809693,447361
879539,435606
883256,434704
555818,489095
879807,433983
639716,474765
975451,417457
926174,425746
687942,466267
874396,433888
789853,448288
932974,423353
867965,434534
922133,424889
726525,458973
695048,464475
894579,429541
962833,416684
928472,422131
726903,457995
914941,423717
977617,411788
946761,417029
808951,442129
764949,449968
911334,422714
762109,449718
671066,466657
926455,417962
980225,407571
865169,429219
775406,446246
807140,440138
893112,423360
934042,415022
749960,449643
667634,465707
634865,471954
712447,456405
963371,406549
967825,405548
843236,430114
781208,442010
820002,434108
767400,444296
647416,468502
865027,424117
828124,431476
795525,437932
918248,411868
878162,419734
846957,426185
994113,394863
998696,393062
788262,437558
799534,435083
797712,435202
891091,414820
849819,422861
831766,426590
981034,393260
680601,458909
561803,484882
987446,390835
786707,435054
859118,419016
933235,402372
877586,414721
887479,412335
770901,437856
923721,403386
898212,408558
989278,387909
568011,483106
798127,430948
560551,484742
732586,445309
643328,465480
871601,412769
864840,413760
517106,494484
907258,402574
938137,395163
922054,398905
640500,465224
719955,446228
701368,450167
632496,466432
605556,472855
989452,379331
816511,421386
931196,392596
663916,458132
740595,438997
703217,448208
746730,437387
724172,442886
766821,432076
701273,448211
755842,434551
910982,395723
696361,449236
803744,422110
867140,406154
789232,425680
938618,387287
872711,403915
638173,463399
709971,444711
973131,377064
964549,378376
999874,367243
987140,370318
724207,439382
815298,415374
681247,450551
696528,446295
728856,437598
978211,370936
807130,416431
897528,392196
847687,405496
842835,406469
911159,388047
938163,380653
698146,445096
681092,449424
876234,396018
694246,445551
938538,378409
957265,373273
962549,371814
836375,406355
692796,445569
791328,418247
963895,369169
600252,470297
971008,366179
983681,362523
971011,365655
901919,384831
741293,430155
788043,416608
787488,416338
951365,368957
914220,379529
812896,407979
555040,482396
937597,370908
786006,414804
737164,428777
808874,407481
671839,447810
965118,361223
993901,352589
962984,360499
999663,349353
849357,394108
953572,362667
864018,389418
925339,370883
900611,377311
706989,435842
996147,348016
932915,365658
987844,348564
897381,376071
587593,471439
829678,396325
866922,384783
995149,344397
572734,475706
789858,407429
862213,384618
812213,400034
691342,438079
705615,433439
853819,386543
671661,444068
534700,487413
925930,363152
948564,354981
918818,364128
908900,367254
831772,391927
973277,346071
865725,380516
898304,370012
968345,347249
982380,342618
798293,401995
770297,410572
764610,412403
608369,463116
947710,352468
792378,402799
600752,465213
707239,430016
895817,367691
798425,399845
634555,453847
544220,483664
780248,404884
892574,367132
935908,352555
729960,421375
713897,426753
844860,382701
655493,446106
857788,377983
717647,425119
953388,345406
811423,393241
793084,399412
998146,329831
950266,345565
825825,387463
586167,468964
906228,359083
842215,380934
628950,454029
957920,340748
986112,330857
955045,341495
807552,391626
995836,325347
871347,368508
817678,386823
913300,353242
946542,341352
919043,350985
831700,381666
703172,426851
834279,380201
869532,367372
787664,396305
895387,357847
959244,334714
915368,350329
869692,365749
797189,390658
973930,326429
866306,365232
877788,360154
832684,376326
629343,449854
538798,483778
705426,421265
580927,467914
982692,316913
893940,350232
995199,311979
959066,325504
816337,378920
789306,389015
593812,462838
772614,395160
720690,414517
952908,326313
874303,355974
981602,314944
570575,471429
870581,356531
902274,344107
708164,418441
946545,326791
802951,381870
979968,313387
624823,450194
844732,365205
911450,338929
840155,366520
790318,385784
567452,472162
739868,405315
995810,305848
697370,421530
621112,451182
997042,304878
890817,346177
879840,349990
865514,355290
888056,346384
950053,321732
790149,383994
944168,322903
667222,432069
998021,300377
820082,370960
995014,301135
994981,300907
981459,306277
810147,374407
839234,361967
899672,337625
684540,423924
984046,303124
895043,338775
979313,304153
867122,349585
865612,349987
856898,353384
693901,419495
831853,363150
931446,321612
885563,340257
562369,472687
931102,321281
995204,294892
809967,370878
664222,430772
728281,403424
738622,399058
812701,368148
930173,319028
979542,298411
793042,375700
882132,338008
995929,289784
966415,302150
864992,344735
881994,337456
716667,407056
763984,387026
937864,313743
996827,288422
932976,315354
978783,296002
736073,398295
999619,285802
768081,384247
813481,364457
841187,352385
692109,415958
716336,405538
647651,434970
866803,340957
685877,418432
711390,407431
654187,431886
563388,470926
751628,389232
927111,312867
770107,380660
803980,365785
761358,384343
740472,393093
858273,341470
806035,364077
784530,373378
672109,422680
880434,331185
794521,368581
873918,333477
971522,289994
919385,312823
929942,307628
802095,363714
904344,317878
961537,291847
899280,319341
630349,439830
768786,377434
779224,372592
900063,318196
941362,299553
886880,323919
841595,344171
701728,407051
975047,283352
803130,360894
614271,446199
723165,396475
650743,429427
918283,307319
866132,331083
874179,327360
921361,305563
935745,298736
941964,295519
980829,277261
732956,390018
851176,334301
976250,275478
937576,293012
772050,370296
646168,429343
865124,326163
744574,382837
976810,272802
844809,334789
813472,349604
939284,289866
893050,311776
861455,326754
806682,351492
931339,291670
913558,299709
885503,313128
906049,302534
633983,433627
671961,415066
626340,437007
816315,344906
791910,356565
997687,256593
965689,271806
888661,309069
884774,310907
894900,305697
924178,290811
988223,259441
860605,321617
918333,292815
892458,304967
837295,331667
994939,253731
697993,400297
722507,388157
799254,349950
739123,379669
984453,257831
767336,365235
996858,251069
746553,375478
757917,369705
961177,268355
944377,275916
930700,282357
774680,360501
726594,384277
833392,330341
937108,277841
963165,264697
599862,447821
564469,465651
938695,276563
989530,250865
894371,298750
604365,445337
955896,266243
649152,422247
825390,332494
975223,255655
679099,406536
796508,346097
745133,372414
838859,324213
706580,391953
742638,372686
909380,286389
782244,352028
961592,258962
578608,457336
668816,409464
741977,370996
973289,248908
993475,238255
973389,248541
790971,344681
861053,307588
885052,294417
624372,432321
774931,352593
903270,284529
631533,428325
666841,409447
762145,358299
947970,259006
812443,331001
945818,259543
789912,342522
884681,291449
908401,277906
932516,264345
743530,366114
811374,328967
846416,308947
771177,349867
727694,373502
809248,328835
966803,242555
875896,292255
892332,283234
657973,411566
876528,291791
922775,266440
905025,275279
763793,352810
797870,333983
974584,235626
942218,253503
652806,413197
542540,474454
965615,238719
703193,384507
891240,279363
963366,238694
882844,282905
762995,350194
942018,249360
747221,358689
737995,363783
770390,345330
956811,239727
582890,451207
634697,421833
881294,282111
650834,412304
892970,273797
848016,299422
986150,220471
540694,474739
696351,385411
826392,309793
871324,283340
870635,283444
991302,212734
829103,306452
636566,418540
927748,248830
964592,227355
965157,226391
896221,265665
961354,227389
976562,218137
967053,223647
833473,302090
891061,268003
592821,443450
601418,438349
850541,291380
764195,342237
833381,300119
849068,290723
667874,398339
887824,267460
939195,236524
828588,302267
937320,236943
907516,254624
914984,249373
640959,413497
974972,213103
997045,198466
966325,216903
721820,364254
994745,198562
980752,206989
973745,211050
849629,286081
681619,387667
870114,272817
769778,333506
808113,309906
976845,206638
978137,204758
542982,471617
812402,305685
929675,233470
696650,376601
941830,225077
672806,391218
675787,389349
896714,252435
641650,410314
874351,266125
874704,265718
860970,273978
990182,193616
874393,265274
684884,383078
758623,337172
666141,394636
873640,265518
858574,274827
751333,341305
847493,281184
743539,345459
821234,296458
850043,278303
911108,239436
695942,374759
863503,269224
772409,326491
798227,310204
961909,207009
933406,224778
964534,204105
940783,218579
974727,196759
715633,360868
767403,327827
870990,261619
768105,326513
704818,366989
720769,356466
879035,254795
515060,488308
765994,326937
865924,262633
873320,257537
959343,202005
964605,198389
844520,275514
637061,409381
696823,370467
745620,338619
958204,200336
943075,209529
567608,453937
969510,192004
798217,303093
681712,379198
988351,178637
688451,374600
656100,395617
925532,218906
850159,268260
905962,231340
930996,214514
826024,283490
857523,262724
995734,171183
626051,414829
529147,478703
686862,374391
924578,216792
814506,289454
869685,252838
701778,363792
742771,336424
835954,274419
708304,359062
981345,176695
957936,192151
917473,219144
826399,279840
883571,239375
919311,214984
969788,179728
924141,210647
944081,196756
732936,339726
713708,352739
713192,352619
956188,186719
944152,194784
921085,210334
996014,158494
615673,418742
932184,201985
841747,263062
668815,381897
882690,234859
997187,156085
956405,183849
940166,195005
877323,237955
653760,391855
774049,308753
765320,314146
972942,170047
977653,166556
573313,447022
539454,470444
845832,257002
719396,345061
956765,179036
687429,366857
869922,239003
749570,323035
937229,191446
948638,183079
831360,265149
972675,165630
944260,183958
960176,172303
844581,254041
833977,261345
976352,160005
568554,449257
961830,170071
612876,417649
972295,161717
920042,198856
962392,168554
707224,350229
866376,236666
997898,142281
875466,229470
808956,276668
925191,193263
948448,176599
540591,468791
890086,217893
942947,179664
856134,241855
899540,208984
921676,192475
992062,141009
904372,203455
997138,134057
992192,136826
822586,260739
793622,281918
958770,159454
752995,310699
638535,395352
631464,400452
690560,356397
994342,130668
894551,203165
963579,151588
635343,396628
864647,224574
670194,370075
718322,333185
964171,147732
971937,141388
769443,294057
940382,164588
733909,320808
939660,164764
912661,184930
989908,125860
949738,156193
763742,297438
876195,211781
943213,160580
987401,126824
967293,141624
838818,239430
916287,180277
904176,189207
857561,224552
933302,166469
655376,378979
853591,226982
665735,370766
738199,315141
974123,133749
954821,148442
899041,191133
785666,278048
901294,188901
907782,183743
961145,142422
655204,378147
909997,181496
992448,117670
885578,199498
670040,366044
824602,246059
996504,112687
939803,156449
829208,242114
880205,202286
919158,171438
960259,138934
961493,137321
634580,392662
905687,180228
673949,361546
847488,225594
945883,148467
872449,205861
853346,220833
997225,107980
722664,323221
803371,259930
783654,275274
994235,109935
753714,298678
947548,145433
850750,220556
951469,140774
898850,181711
670687,362424
621643,400911
921639,161755
977390,117164
783512,271114
796808,260443
735850,309140
864482,206006
900900,176791
832534,230947
936721,146415
754486,292550
877974,192182
991093,98420
841723,219807
975199,111151
803461,250674
876561,191001
853967,209257
887709,181686
797107,255074
939305,138887
931099,145552
915930,157781
974208,109786
640223,383038
866115,198181
959846,121251
904172,166665
984777,99651
592730,421576
866206,195428
760857,282360
990321,92860
794608,254347
639176,382768
975084,103169
938719,133283
872032,188549
857742,200273
868463,191160
715650,318297
590457,422404
860246,197381
938844,131155
882745,177331
917229,148244
993635,84238
823871,226294
524964,476813
932682,134861
994888,82570
961362,110621
934742,132812
814212,233754
720511,312261
807168,239039
943372,123674
765725,273422
769794,269919
750560,285753
843389,207196
648633,371935
779596,260844
822564,224430
917305,144130
790703,251138
740397,293322
942887,121077
663050,358754
965860,100463
846650,202040
719010,310850
960621,104480
885679,167765
756833,277781
918123,139583
680067,343486
750821,282866
952873,109181
594156,416763
754047,278747
926595,129309
892677,158419
872113,176052
725632,302540
942690,114687
702855,322131
796299,240966
951718,106197
925468,128609
787832,247904
795628,240505
732720,295224
935149,119013
707192,317088
557736,447364
907579,142186
965736,91312
791851,242925
837074,202998
782778,250299
647213,368873
941775,110957
877331,167183
837068,201937
825162,212362
966587,88243
802263,232252
975836,79241
999056,58801
845540,193563
939813,109995
749054,278106
966842,86075
787421,244053
829526,206724
857108,181681
834867,200675
802835,228558
920416,123423
953840,93183
780186,247825
647471,366139
868994,168008
941906,102099
846603,186820
865059,170254
758328,265884
774642,251155
877419,158315
704312,313847
606044,401952
818585,209808
939796,100071
993623,51404
969318,73291
826941,201746
959878,80910
898513,136141
907351,127852
860351,170347
908572,126282
988138,53927
890024,142680
933855,102557
901093,132166
860074,169096
978582,60021
868243,160738
824913,200373
893794,137220
944572,90188
834958,190481
878220,150659
991063,47109
815009,208099
920571,110683
949943,82741
787315,232685
690419,321903
940692,90601
982583,51516
847724,176092
968131,61938
764587,251069
864720,157732
698974,312131
749796,264684
984663,45602
780033,236314
920898,104765
861203,159676
665315,342866
854755,165210
986923,41173
964135,62354
702465,307441
936857,87150
762868,249905
632421,372772
678348,329430
870732,147684
946297,76258
816733,198468
806741,207616
901935,117533
995656,28769
864215,152908
995170,28467
651752,353805
905572,112346
790849,221185
936531,82104
897897,118610
844461,169492
900366,116227
841558,171009
878515,135657
973746,43902
991973,26172
620602,382011
969652,47408
884591,128942
751346,256451
911250,102715
915411,98356
876765,135351
632157,370431
724100,281875
604287,397148
987805,26071
922821,88435
933759,77826
942473,68891
532010,466499
724811,279254
984954,25870
608803,391693
806738,198517
820613,184602
972556,35792
885191,120697
976797,30153
783548,219554
878410,125544
985593,19469
892104,111472
710654,289983
854526,148178
981800,21805
887080,114718
729044,270941
964893,37591
673973,325386
975548,26383
666864,332104
889726,111111
738811,260541
983575,17369
939683,60459
876870,122636
590448,407405
820668,177898
925724,72774
683923,313838
686631,311109
889815,107839
879486,117850
933454,63759
984549,12324
992279,4097
992056,3814
884581,111464
914353,81255
954387,40182
579986,416912
853570,141017
745739,249173
861142,132102
934367,57202
957848,33385
589499,406757
708939,285595
933906,57373
848410,143797
791344,201571
857052,134352
613674,381866
853471,137887
906811,83488
802426,189061
972938,15012
843023,147353
902810,86082
562437,433715
717130,275469
821484,168667
942015,45174
771162,219937
818497,171459
939049,47824
727817,264137
859483,128989
843846,144182
939794,45320
629120,364642
872778,112742
919975,63800
636984,356025
665283,326677
764401,224018
908905,74402
806671,179819
967471,13240
975286,4953
728158,260435
719097,269407
826209,157123
698839,289892
755841,229992
697309,291157
895904,82987
944210,32139
909699,67967
746090,239360
649907,340175
865903,113103
699895,287270
971689,977
660780,328209
600822,391298
953974,18727
775021,207324
842584,136040
860567,117007
853350,124178
705914,279934
840208,137602
906626,67215
607379,383833
796598,183542
696866,288973
925081,47262
547763,446811
937075,33555
761676,219483
954205,14546
947696,20910
835696,139920
874103,98664
705211,278546
865456,105971
907010,59760
809701,164194
739349,239548
810729,162288
797162,176630
754024,223015
866017,101893
565870,426190
925292,36194
804442,166909
714468,264387
713581,265322
889618,73869
907387,54073
955749,758
943449,13239
605195,382538
673544,307574
909664,48691
808680,159279
949066,5380
831931,133696
853634,109792
622825,362574
763314,208161
809341,157565
830043,134227
841473,121574
698215,279165
875048,83956
929606,23012
940038,10357
783374,183476
915163,37442
856351,102046
825744,135904
881745,73568
882143,72625
792035,172427
882332,71420
812240,149394
817630,143349
937004,10154
725503,245782
924963,22910
549281,442351
854208,101687
616732,366956
833827,123705
645957,333853
880951,70540
878263,72578
687473,286784
815436,142654
768848,194229
694818,276987
764686,197742
879489,67171
778642,180838
916848,22565
670968,302553
899578,41338
931289,4934
800413,154145
717681,248462
903172,36349
687970,282423
598626,384454
875693,66699
911051,25721
744503,216655
787417,167051
848417,96892
785398,168706
857413,85552
842459,102712
823997,123941
848807,94936
830486,116045
764511,191706
740032,219816
588197,395310
900169,34203
627876,349323
827173,118362
801006,147806
772877,180350
868378,69382
777678,174678
849301,90537
643506,330173
915181,13220
713249,248607
821160,122594
925596,591
600462,380066
893317,38189
761935,191447
770358,181401
736784,220274
677846,289080
902822,25573
624462,351378
813841,129070
694176,269315
805304,138663
768168,182201
826224,113908
908227,17493
811626,130733
698821,263423
747992,205359
913370,10597
821721,118477
659755,309180
917707,4714
629584,344472
861393,70972
897252,28559
850230,83796
901650,22090
918124,2095
838754,96003
813241,126161
895703,28138
716325,240561
627262,346127
853816,76627
599836,378599
774754,170225
764061,182278
609685,366338
720116,234452
629441,342729
882578,39450
762613,182840
789437,150704
534292,456204
768084,175887
572950,409824
784433,155834
898484,18546
687243,272289
850130,76527
598104,379356
611918,362317
854975,68952
780450,158594
834123,93748
563801,420224
781492,156900
564351,419407
596044,380823
880917,33823
827754,98220
692926,262272
735976,209818
814071,114401
792878,140221
666066,294688
882775,29135
685515,270287
776597,158265
704711,246299
825907,97125
709705,239656
776589,157219
718630,228358
686312,267681
808739,116702
738393,203410
767491,167091
726245,217976
840272,76385
806987,117100
860185,51198
816190,105601
748169,189379
839023,76334
894032,7829
867124,41042
625264,341567
762122,171449
744227,193452
874191,31744
834306,81238
555516,428119
723780,218518
784272,141895
887312,13070
876402,26556
682820,268430
738852,197986
803103,117094
802727,117528
532478,456463
800436,119638
661708,293737
781736,142687
806160,111818
841555,67070
785510,137605
730978,206195
819468,93387
851609,52718
869750,29018
797268,120757
791648,126836
572751,404815
785171,134741
843863,59854
794193,122945
772404,150480
862327,35005
786566,131181
637679,321067
808417,102340
704041,235961
735551,195381
574031,402262
797720,115324
669006,280317
814784,92941
690350,252638
881778,6029
665275,284494
611120,354087
664993,284431
883111,2656
797024,113692
784761,129174
649013,304454
780259,134207
769503,147556
749726,172379
762393,155482
823300,75805
821669,77899
753511,165944
706620,226970
842040,49323
813600,86100
861066,23640
699132,235840
599318,366770
722856,204255
847148,40562
653222,295264
790024,114711
760204,153850
739466,180738
703677,228005
760360,152754
627279,328496
828159,61104
630934,322977
837850,47405
869116,5762
686791,248108
690906,242475
774147,131218
650605,295910
804167,89697
762684,145115
719698,202291
828675,55761
756034,152426
750103,160357
843845,33435
737482,176218
738766,174480
649095,295571
790202,104717
735815,177953
841620,34693
811047,75739
861453,7303
722715,195214
584939,381828
677096,256710
777538,118143
824475,53810
856742,9032
626343,324191
525753,461716
856588,3232
575535,392425
848346,12943
724672,184408
787983,96085
795452,85597
637695,305278
821564,49158
819198,51397
739672,162141
681416,243304
699384,217328
711795,199277
655384,278421
736742,163188
574888,391330
623825,321733
703696,208406
659769,270535
750842,141348
809687,57261
593677,363687
702778,207717
696894,216049
741008,151780
595956,359536
840248,9563
826050,29658
666773,257679
802609,62264
569814,396583
794411,73413
806242,55257
727634,168104
813160,43967
695474,213070
827866,19742
619508,323021
652931,274310
789920,74320
761929,114858
711842,187881
827096,19563
760617,115783
663648,256995
834344,6439
559242,409987
715474,180222
682905,227885
751266,125432
825178,15826
738060,144150
796827,56830
804358,45535
619962,318850
578978,378985
754759,116231
635678,293904
602764,343003
710803,180724
746325,125219
657289,259445
597520,349531
825344,4238
820267,11570
765310,94632
786469,60433
566495,395571
755350,107632
737359,135018
791725,52087
777703,71999
535056,443192
587731,362511
593201,354016
665306,243260
596485,348196
762739,92017
774925,71972
796116,39000
642603,276123
636227,285777
630450,294663
783324,56374
658607,250213
762995,87825
621599,307676
791152,43839
784818,52721
727668,141337
740903,119688
725696,142295
579851,371309
813359,4137
623665,302272
784985,48178
597486,343221
685743,204122
771072,69528
782089,51478
741533,113672
717632,151496
737297,119913
652976,253155
781301,47503
566772,390010
682900,203783
755300,87767
629897,288555
744246,103203
737359,113831
746077,99389
693505,183214
608782,320262
730943,121776
709373,156362
652415,248649
632845,280267
759113,74472
690740,185544
756997,77250
576564,371705
722446,133094
627943,287575
676288,208481
658948,236473
739887,102106
661430,230474
763708,61600
633702,275674
648607,251014
769387,51138
572929,375938
744907,90559
685156,189421
658468,233367
784300,22737
789739,13335
628196,282829
666909,217784
742717,90164
771649,40825
740900,92386
587538,349440
710158,143018
777708,27360
730610,106713
778102,26384
617208,298456
599543,328225
760487,53995
683922,184018
690015,173175
582894,355492
770320,36232
685234,180987
664306,216604
702755,150603
664445,215765
783548,11780
541278,426029
709369,138385
595973,332179
743961,77732
676859,192745
748094,70063
741573,81175
718045,121042
781851,10778
780205,12823
748876,66824
763922,40762
732959,93648
617151,293949
724028,108326
536472,433277
749542,62909
628484,272921
777621,11411
679863,182204
684311,173470
658159,219225
744768,66863
572946,368288
563359,385025
732776,86452
751956,51035
673319,189964
564073,383178
656700,219173
746918,59301
643753,241766
652477,226129
769974,16510
764244,26616
517405,465542
678000,178902
662590,206041
565842,378910
772238,9668
734850,76149
554022,399527
732585,78508
728405,85092
632899,256779
686431,160022
672168,185062
768886,9731
751234,40441
671256,184908
522891,454669
643935,233329
674194,177304
663838,193611
738557,55073
638343,240046
762430,8578
628031,258193
745815,38546
683054,155460
720596,85178
597043,315296
686909,146647
512131,473740
682213,154874
746824,32341
684809,148017
741281,41219
677925,160703
746397,30690
675704,163426
716761,85568
738096,43831
538202,423798
696296,123268
654602,202086
753827,12120
522076,454213
756501,6046
712842,88119
648467,211259
750495,15290
745308,25159
587810,327338
564742,371520
563359,373916
607549,288111
521838,454025
753413,4240
600731,300708
639624,224015
692000,120564
634743,231919
735901,33334
720929,62125
671789,157435
595934,306801
631642,235976
710027,80670
713197,74123
690114,119225
716592,66551
610722,276564
671368,156158
664553,169212
734128,30383
564141,368336
672516,151914
652666,190559
613324,269266
636106,222813
614328,266208
663852,164754
659187,174026
723808,43159
695943,98838
637820,215962
583445,326416
660148,168702
703736,78935
640803,207104
667017,152661
666563,151788
702724,76029
577716,334196
722372,32532
665823,149763
623295,238541
643120,196823
718463,38084
730876,11946
675487,127833
666030,147124
731133,9619
621638,240050
674546,127647
689239,96295
697770,77790
599200,286163
705362,60596
651880,173544
621285,238478
641481,194106
699383,70021
570294,345566
693937,76896
635899,202327
522002,448471
645220,180754
524986,441782
570286,342935
698341,63699
581055,319270
618795,236738
634260,202876
613965,246908
704244,48049
577869,324967
635245,198439
692747,71672
719641,9125
574639,330487
611718,248044
617186,235623
677530,101091
551594,380842
518694,454251
654264,151315
622870,219913
635647,189582
710165,19806
661766,129342
696906,49452
594966,280435
681189,84654
670063,109817
598966,271006
703363,33413
651769,150323
691252,59820
672171,100308
566364,342629
692075,52240
708525,14040
696147,42509
673510,94146
522759,442729
668796,99995
710391,2062
660925,116320
689617,46872
684803,58218
588991,285091
696202,31124
685004,57505
551676,373316
682842,61164
637790,167631
650255,137556
596265,265293
701917,11269
547730,381232
629475,184972
705643,1269
635445,169874
644511,147468
589705,279126
570952,323422
673543,73860
687686,39036
647276,136167
628801,181235
644807,142069
552299,367723
607061,233427
515175,458509
634304,165560
564164,337371
651684,120022
584544,286271
680644,46139
618751,199689
598132,250532
616413,204756
581068,291354
645984,127693
578166,298381
594380,257160
682863,33501
659978,91245
626871,174533
651995,110203
642669,131715
638186,141946
684476,22040
659864,85138
536498,401788
620888,184603
615227,199037
637621,139999
660421,81079
682200,21558
598058,240405
565783,324324
651310,100643
673344,42762
636945,137257
677633,30183
612876,199262
663470,66115
670906,44412
620872,175990
672331,39085
620776,174823
602475,222049
607717,206738
592149,248119
576204,290899
627177,153999
630028,146317
579857,280909
587134,261273
679875,9891
597208,232919
605397,210065
627546,148101
640633,112457
646507,96427
569075,306903
619178,170106
617852,173605
625547,152559
648566,87335
545084,370985
669908,26262
592490,237720
660406,47749
572291,293588
672383,11378
666514,23540
654377,57319
639210,99290
671429,7407
624798,139871
615853,164190
629002,126369
509205,468866
660672,34251
560766,320252
661642,21305
590421,230007
646908,62981
638940,84229
667039,772
659780,22023
645529,63101
605724,180952
646895,56627
645334,60836
660748,13469
526299,416133
614106,152164
636184,83596
646053,51137
538398,378034
519599,435175
612241,152468
600383,188637
612269,152170
629910,97914
620981,124782
550256,340791
603524,177220
609411,158827
527396,410607
562675,301067
562532,301230
650704,27883
583972,234562
573734,265606
654053,15469
597121,191683
653663,14877
624351,103195
582792,233549
566541,284530
644024,36135
575120,255412
565733,283765
561276,298042
614380,127497
626652,86812
625320,88424
630906,69656
644978,23116
579602,235589
589164,203681
632165,63040
565290,281379
522488,421033
599232,169325
618992,104223
570711,261749
522419,420706
646866,7461
551151,324156
